Name,Position,University,Place,Code
Javier Echeñique Sosa,,"INSTITUTO DE FILOSOFÍA, PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Santiago, Chile",10574
Jaime Abraham Verdugo Leal,,UNIVERSIDAD DE TTALCA,"Talca, Chile",10576
Enrique Alfonso Suárez Silva,Profesor Asociado,Enrique Suárez,"Valdivia, Chile",10578
Veronica Rachel Olate Olave,INVESTIGADOR ASESOR,FUNDACION FRAUNHOFER CHILE RESEARCH,"SANTIAGO, Chile",10579
Maria Cecilia Opazo Delgado,Profesor honorarios,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10581
Wing-chi Nadia Lo,,"DEPARTAMENTO DE ASTRONOMIA, UNIVERSIDAD DE CHILE","Santiago, Chile",10582
Rodrigo Gonzalo Olea Aceituno,Associate Professor,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10584
Paola Andrea Durán Cuevas,Profesor Asociado ,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10585
Wei Yao,,"CENTRO DE MODELAMIENTO MATEMÁTICO, UNIVERSIDAD DE CHILE","Santiago, Chile",10586
Cristian Javier Segura Rivera,Jefe de proyectos,Instituto Tecnológico de la Mitilicultura,"Castro, Chile",10587
Juan Pablo Barrientos Cabezas,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10588
Carlos Ossandón Buljevic,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10589
Sergio Antonio Carrasco Ordenes,Postdoctorado,Universidad Católica del Norte,"Coquimbo, Chile",10590
Soledad Henriquez Barrera,Profesor Asistente,"INSTITUTO DE INVESTIGACIONES MATERNO INFANTIL, FACULTAD DE MEDICINA, UNIVERSIDAD DE CHILE","Santiago, Chile",10595
Fredy Ariel Kristjanpoller Rodriguez,Académico,UNIVERSIDAD TECNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10597
Felipe Antonio Del Canto Fuentes,Profesor Asistente,"FACULTAD DE MEDICINA, UNIVERSIDAD DE CHILE","SANTIAGO, Chile",10598
Monica Zorotovic Fiebig,Profesor Adjunto,UNIVERSIDAD DE VALPARAISO,"Valparaiso, Chile",10601
Mariela Yanet Bustamante López,,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10602
maria jose gallardo nelson,Profesional superior,UNIVERSIDAD DE CONCEPCIÓN-CENTRO OPTICA Y FOTONICA,"Concepción, Chile",10604
Paulina Alejandra Sierra Rosales,Investigadora,Universidad Tecnológica Metropolitana,"Santiago, Chile",10605
Marlen Gutierrez Cutiño,Investigador,Universidad de Santiago de Chile,"Santiago, Chile",10606
Jose Oscar Cuevas Valenzuela,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10607
Hugo Luis Segura Gómez,,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10608
Loreto Alejandra Correa Kaempfe,Profesor Asistente,Universidad Mayor de Chile,"Santiago, Chile",10609
Mariana Freitas Nery,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10610
Marcelo Alonso Vogel González,,DEPARTMENT OF PHYSICS AND ASTRONOMY,"Albuquerque, Estados Unidos",10613
rafael antonio barra pezo,Academico investigador,universidad de santiago de Chile,"Santiago de Chile, Chile",10615
vania andrea figueroa ipinza,Coordinadora de Vinculación de Investigación Aplicada,Universidad Autónoma de Chile,"Santiago, Chile",10617
Nestor Ronaldo Sepulveda Salazar,Investigador,Universidad de Chile,"Santiago, Chile",10618
Alejandra Andrea Pérez Muñoz,Profesor Adjunto,UNIVERSIDAD AUSTRAL DE CHILE,"VALDIVIA, Chile",10619
Carlos Gonzalez Fritz,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10620
Pedro Antonio Cisternas Fuentes,,UNIVERSIDAD DE CONCEPCION,"CONCEPCION, Chile",10621
Vesna Mandakovic Pizarro,Profesor Asociado,UNIVERSIDAD DEL DESARROLLO,"santiago, Chile",10622
Rafael Roman Romero Meza,Profesor Asociado,Universidad Alberto Hurtado,"Santiago, Chile",10623
Emanuel Giannotti,jefe de proyecto,Studio Associato Secchi-Viganò,Chile,10624
Carolina Paz Valenzuela Venegas,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10625
Fernando Dagoberto Pizarro Aguirre,,INTA-UNIVERSIDAD DE CHILE,"Santiago, Chile",10626
Juan Enrique Tichauer Calderón,Bioquímico,Pontificia Universidad Católica de Chile,"Santiago, Chile",10627
Alvaro Sebastian Gonzalez Rojas,,FACULTA DE AGRONOMÍA E INGENIERÍA FORESTAL - PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"SANTIAGO, Chile",10628
María Gabriela Morales France,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10630
Claudio Alejandro Cabello Verrugio,Full Professor,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10631
Roxana Del Pilar Arce Escobar,Professor,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10632
Gerrit Van Der Plas,,"DEPARTAMENTO DE ASTRONOMIA, FACULTAD DE CIENCIAS FISICAS Y MATEMATICAS","Santiago, Chile",10633
Francois Menard,,"UMI-FCA,  CERRO CALAN, UNIVERSIDAD DE CHILE","Santiago, Chile",10634
Matthieu Philippe MARECHAL,,CENTRO DE MODELAMIENTO MATEMATICO,"Santiago, Chile",10635
raúl alejandro rodríguez freire,Profesor Auxiliar,Pontificia Universidad Católica de Valparaíso,"Viña del Mar, Chile",10636
German Flavio Reig Cardarella,Investigador Principal,Universidad Bernardo O'Higgins,"Santiago, Chile",10637
Sourya Ray Chakraborty,,INSTITUTO DE CIANCIAS FISICAS Y MATEMATICAS,"Valdivia, Chile",10639
Rodrigo Eugenio Torres de la Fuente,Postdoc,Universidad de Chile,"Santiago, Chile",10640
Ivan Rodrigo Pincheira Torres,Docente,Universidad de Chile,"Santiago, Chile",10641
Jesús Centeno Garrido,,DEPARTAMENTO DE CIENCIAS QUÍMICAS. UNIVERSIDAD ANDRÉS BELLO,"Santiago, Chile",10642
William Tiznado Vásquez,Full professor,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10643
Marcel Perez Carron,,UNIVERSIDAD DEL DESARROLLO,"Santiago, Chile",10646
César Camilo Cuevas Palma,Profesor Asistente,Universidad Católica de Temuco,"Temuco, Chile",10647
Paulina Daza Daza,Docente,Universidad Metropolitana de Ciencias de la Educación,"Santiago, Chile",10648
Marcela Tenorio Delgado,Profesora Asistente,Universidad de los Andes,"Santiago, Chile",10649
Sebastián Andrés Ramírez Alegría,Profesor asistente,"Centro de Astronomía, Universidad de Antofagasta","Antofagasta, Chile",10651
Veronica Carrasco Sanchez,,UNIVERSIDAD DE TALCA,"Talca, Chile",10653
Fernando Danilo Gonzalez Nilo,Titular Professor,Universidad Andres Bello,"Santiago, Chile",10654
Ximena Gabriela Briones Olarán,,UNIVERSIDAD DEL DESARROLLO,"SANTIAGO, Chile",10655
Elena Sonia Rotarou,Académica - Investigadora,Universidad San Sebastián,"Santiago, Chile",10656
Caroline Andrée Astrid Stamm,Profesora Asistente,Pontificia Universidad Católica de Chile,"Santiago, Chile",10659
Marco Antonio Molina Montenegro,Profesor Titular,Universidad de Talca,"Talca, Chile",10661
Guillermo Octavio Espinoza Armijo,,UNIVERSIDAD DE LOS ANDES,"SANTIAGO, Chile",10662
ARELI MARLY CÁRDENAS OYARZO,Académica e Investigadora,Universidad Bernardo O'Higgins,"Santiago, Chile",10663
Lorena Andrea Bearzotti Pilomeno,Profesor Jerarquizado,PUCV,"Valparaíso, Chile",10664
Biviana Hernández Ojeda,,NO DISPONE DE CONTRATO LABORAL VIGENTE CON ALGUNA INSTITUCIÓN,"Santiago, Chile",10665
Carmen Gloria Ili Gangas,Investigador y Docente,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10667
Adam Aguirre Ducler,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10669
Luis Luis Rodriguez Outeiro,Postdoctoral,Universidad de Los Lagos,"Osorno, Chile",10670
Gonzalo Benjamín Terreros Hernández,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10672
Rafael Ignacio Gonzalez Valdes,Profesor Asistente,Universidad Mayor de Chile,"Santiago, Chile",10673
Claudia Andrea Oyanadel Martinez,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10674
Henrietta Pál-gábor,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10675
Rodrigo Germán Abarzúa Ortiz,Profesor Cátedra Teoría de Autómata  ,Universidad de Santiago de Chile,Chile,10676
Alejandro Hevia Angulo,,UNIVERSIDAD DE CHILE,"SANTIAGO, Chile",10677
Patricio Eduardo Ahumada Galleguillos,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10678
Paul Gomez Canchong,,CENTRO DE INVESTIGACIÓN OCEANOGRÁFICA EN EL PACÍFICO SUR-ORIENTAL (COPAS ),"Concepción, Chile",10679
Diego Andrés Rojas Soto,Académico,Universidad Autónoma de Chile,"Santiago, Chile",10680
María Luisa Cerón Villarroel,Profesor Asistente ,Universidad Finis Terrae ,"Santiago, Chile",10681
Evelyn Liliana Jara Fernández,Docente/Investigador,Universidad Santo Tomás,"Temuco, Chile",10682
Norma Graciela Muñoz Del Campo,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10685
ALFREDO ROBERTO JOIGNANT RONDON,Profesor titular,UNIVERSIDAD DIEGO PORTALES,"SANTIAGO, Chile",10686
Heidi Laura Schalchli Sáez,Profesor de Práctica,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10687
Paulo Barraza Rodriguez,Profesor Asociado,Universidad de Chile,"Santiago, Chile",10688
Paulina Assmann Segura,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10689
Andres Felipe Escala Astorquiza,Associated Professor. (ternured,UNIVERSIDAD DE CHILE,"Santiago, Chile",10690
Ana Luisa Riveros Salvatierra,Profesor Asistente,"UNIVERSIDAD DE CHILE, FACULTAD DE CIENCIAS QUIMICAS Y FARMACÉUTICAS","Santiago, Chile",10691
Francisco Alejandro Zorondo Rodríguez,Profesor Asistente,Universidad de Santiago de Chile,"Santiago, Chile",10693
Javier Andrés Simonetti Zambelli,Professor,"FACULTAD DE CIENCIAS, UNIVERSIDAD DE CHILE","Santiago, Chile",10694
Raúl Fabián Vivar Sánchez,Profesor Asistente,Universidad de Chile,"Santiago, Chile",10695
Aude Argouse,Investigadora Asociada laboratorio Mondes Américains,CNRS-EHESS-Université Paris 1 y Université Paris Ouest Nanterre La Défense,"Paris, Francia",10696
José Luis Martínez Cereceda,Full Professor,UNIVERSIDAD DE CHILE,"Santiago, Chile",10697
Leonardo Ignacio Pavez Díaz,Profesor Asociado,Universidad de Las Américas,"Santiago, Chile",10698
Veronica Cambiazo,Associate Professor,UNIVERSIDAD DE CHILE - INTA,"Santiago, Chile",10699
Carlos Alberto Puebla Aracena,Assistant Professor,Universidad de O'Higgins,"Santiago, Chile",10700
Juan Carlos Sáez Carreño,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10701
Constanza Gabriela Napolitano Valenzuela,Associate professor,Universidad de Los Lagos,"Osorno, Chile",10702
Carmen Gloria Feijóo García,Profesor asociado,UNIVERSIDAD  ANDRES BELLO,"Santiago, Chile",10703
Carolina Briones Ortega,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10704
Henny Haensgen Saez,,UNIVERSIDAD ANDRES BELLO (UNAB),"Santiago, Chile",10705
Eduardo Fabian Riquelme Silva,,FUNDACIÓN CIENCIAS PARA LA VIDA,"Santiago, Chile",10706
Eugenia Monserrat Gayo Hernandez,Associated Researcher,Center for Climate and the Resilience Research (CR)2,"Concepción, Chile",10707
Francisca Pérez Pallares,,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,"Santiago, Chile",10709
Luis Andres Bravo Gomez,Académico - Investigador,Universidad Católica del Norte,"Coquimbo, Chile",10710
Pablo A Marquet Iturriaga,Full Professor,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10711
Angie Dominique Díaz Lorca,Profesor asistente,UNIVERSIDAD DE Concepcion,"Concepcion, Chile",10715
Omar Javier Suárez Támara,,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10716
Santiago González Gaitán,,"DEPARTAMENTO DE ASTRONOMÍA, UNIVERSIDAD DE CHILE","Santiago, Chile",10718
Katia Leandra Soto Liebe,Académica ,Universidad de Chile,"Santiago, Chile",10719
Carmen Silva Alvarez,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10720
Cristian Arredondo Ramírez,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10721
Ricardo Andres Veloso Bahamonde,,UNIVERSIDAD AUTONOMA DE CHILE,"temuco, Chile",10722
Franco Antonio Tapia Uribe,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10723
Maximiliano Viale,,"DEPARTAMENTO DE GEOFÍSICA, FAC. CIENCIAS FÍSICAS Y MATEMÁTICAS, UNIVERSIDAD DE CHILE.","Santiago, Chile",10725
